iteración,n,modelo,op_asignaciones,op_comparaciones,op_aritmeticas,op_totales
545,5000,14997,9998,4999,0,14997
546,5000,14997,9998,4999,0,14997
547,5000,14997,9998,4999,0,14997
548,5000,14997,9998,4999,0,14997
549,5000,14997,9998,4999,0,14997
550,5000,14997,9998,4999,0,14997
551,5000,14997,9998,4999,0,14997
552,5000,14997,9998,4999,0,14997
553,5000,14997,9998,4999,0,14997
554,5000,14997,9998,4999,0,14997
555,5000,14997,9998,4999,0,14997
556,5000,14997,9998,4999,0,14997
557,5000,14997,9998,4999,0,14997
558,5000,14997,9998,4999,0,14997
559,5000,14997,9998,4999,0,14997
560,5000,14997,9998,4999,0,14997
561,5000,14997,9998,4999,0,14997
562,5000,14997,9998,4999,0,14997
563,5000,14997,9998,4999,0,14997
564,5000,14997,9998,4999,0,14997
565,5000,14997,9998,4999,0,14997
566,5000,14997,9998,4999,0,14997
567,5000,14997,9998,4999,0,14997
568,5000,14997,9998,4999,0,14997
569,5000,14997,9998,4999,0,14997
570,5000,14997,9998,4999,0,14997
571,5000,14997,9998,4999,0,14997
572,5000,14997,9998,4999,0,14997
573,5000,14997,9998,4999,0,14997
574,5000,14997,9998,4999,0,14997
575,5000,14997,9998,4999,0,14997
576,5000,14997,9998,4999,0,14997
577,5000,14997,9998,4999,0,14997
578,5000,14997,9998,4999,0,14997
579,5000,14997,9998,4999,0,14997
580,5000,14997,9998,4999,0,14997
581,5000,14997,9998,4999,0,14997
582,5000,14997,9998,4999,0,14997
583,5000,14997,9998,4999,0,14997
584,5000,14997,9998,4999,0,14997
585,5000,14997,9998,4999,0,14997
586,5000,14997,9998,4999,0,14997
587,5000,14997,9998,4999,0,14997
588,5000,14997,9998,4999,0,14997
589,5000,14997,9998,4999,0,14997
590,5000,14997,9998,4999,0,14997
591,5000,14997,9998,4999,0,14997
592,5000,14997,9998,4999,0,14997
593,5000,14997,9998,4999,0,14997
594,5000,14997,9998,4999,0,14997
595,5000,14997,9998,4999,0,14997
596,5000,14997,9998,4999,0,14997
597,5000,14997,9998,4999,0,14997
598,5000,14997,9998,4999,0,14997
599,5000,14997,9998,4999,0,14997
600,5000,14997,9998,4999,0,14997
601,5000,14997,9998,4999,0,14997
602,5000,14997,9998,4999,0,14997
603,5000,14997,9998,4999,0,14997
604,5000,14997,9998,4999,0,14997
605,5000,14997,9998,4999,0,14997
606,5000,14997,9998,4999,0,14997
607,5000,14997,9998,4999,0,14997
608,5000,14997,9998,4999,0,14997
609,5000,14997,9998,4999,0,14997
610,5000,14997,9998,4999,0,14997
611,5000,14997,9998,4999,0,14997
612,5000,14997,9998,4999,0,14997
613,5000,14997,9998,4999,0,14997
614,5000,14997,9998,4999,0,14997
615,5000,14997,9998,4999,0,14997
616,5000,14997,9998,4999,0,14997
617,5000,14997,9998,4999,0,14997
618,5000,14997,9998,4999,0,14997
619,5000,14997,9998,4999,0,14997
620,5000,14997,9998,4999,0,14997
621,5000,14997,9998,4999,0,14997
622,5000,14997,9998,4999,0,14997
623,5000,14997,9998,4999,0,14997
624,5000,14997,9998,4999,0,14997
625,5000,14997,9998,4999,0,14997
626,5000,14997,9998,4999,0,14997
627,5000,14997,9998,4999,0,14997
628,5000,14997,9998,4999,0,14997
629,5000,14997,9998,4999,0,14997
630,5000,14997,9998,4999,0,14997
631,5000,14997,9998,4999,0,14997
632,5000,14997,9998,4999,0,14997
633,5000,14997,9998,4999,0,14997
634,5000,14997,9998,4999,0,14997
635,5000,14997,9998,4999,0,14997
636,5000,14997,9998,4999,0,14997
637,5000,14997,9998,4999,0,14997
638,5000,14997,9998,4999,0,14997
639,5000,14997,9998,4999,0,14997
640,5000,14997,9998,4999,0,14997
641,5000,14997,9998,4999,0,14997
642,5000,14997,9998,4999,0,14997
643,5000,14997,9998,4999,0,14997
644,5000,14997,9998,4999,0,14997
645,5000,14997,9998,4999,0,14997
646,5000,14997,9998,4999,0,14997
647,5000,14997,9998,4999,0,14997
648,5000,14997,9998,4999,0,14997
649,5000,14997,9998,4999,0,14997
650,5000,14997,9998,4999,0,14997
651,5000,14997,9998,4999,0,14997
652,5000,14997,9998,4999,0,14997
653,5000,14997,9998,4999,0,14997
654,5000,14997,9998,4999,0,14997
655,5000,14997,9998,4999,0,14997
656,5000,14997,9998,4999,0,14997
657,5000,14997,9998,4999,0,14997
658,5000,14997,9998,4999,0,14997
659,5000,14997,9998,4999,0,14997
660,5000,14997,9998,4999,0,14997
661,5000,14997,9998,4999,0,14997
662,5000,14997,9998,4999,0,14997
663,5000,14997,9998,4999,0,14997
664,5000,14997,9998,4999,0,14997
665,5000,14997,9998,4999,0,14997
666,5000,14997,9998,4999,0,14997
667,5000,14997,9998,4999,0,14997
668,5000,14997,9998,4999,0,14997
669,5000,14997,9998,4999,0,14997
670,5000,14997,9998,4999,0,14997
671,5000,14997,9998,4999,0,14997
672,5000,14997,9998,4999,0,14997
673,5000,14997,9998,4999,0,14997
674,5000,14997,9998,4999,0,14997
675,5000,14997,9998,4999,0,14997
676,5000,14997,9998,4999,0,14997
677,5000,14997,9998,4999,0,14997
678,5000,14997,9998,4999,0,14997
679,5000,14997,9998,4999,0,14997
680,5000,14997,9998,4999,0,14997
681,5000,14997,9998,4999,0,14997
682,5000,14997,9998,4999,0,14997
683,5000,14997,9998,4999,0,14997
684,5000,14997,9998,4999,0,14997
685,5000,14997,9998,4999,0,14997
686,5000,14997,9998,4999,0,14997
687,5000,14997,9998,4999,0,14997
688,5000,14997,9998,4999,0,14997
689,5000,14997,9998,4999,0,14997
690,5000,14997,9998,4999,0,14997
691,5000,14997,9998,4999,0,14997
692,5000,14997,9998,4999,0,14997
693,5000,14997,9998,4999,0,14997
694,5000,14997,9998,4999,0,14997
695,5000,14997,9998,4999,0,14997
696,5000,14997,9998,4999,0,14997
697,5000,14997,9998,4999,0,14997
698,5000,14997,9998,4999,0,14997
699,5000,14997,9998,4999,0,14997
700,5000,14997,9998,4999,0,14997
701,5000,14997,9998,4999,0,14997
702,5000,14997,9998,4999,0,14997
703,5000,14997,9998,4999,0,14997
704,5000,14997,9998,4999,0,14997
705,5000,14997,9998,4999,0,14997
706,5000,14997,9998,4999,0,14997
707,5000,14997,9998,4999,0,14997
708,5000,14997,9998,4999,0,14997
709,5000,14997,9998,4999,0,14997
710,5000,14997,9998,4999,0,14997
711,5000,14997,9998,4999,0,14997
712,5000,14997,9998,4999,0,14997
713,5000,14997,9998,4999,0,14997
714,5000,14997,9998,4999,0,14997
715,5000,14997,9998,4999,0,14997
716,5000,14997,9998,4999,0,14997
717,5000,14997,9998,4999,0,14997
718,5000,14997,9998,4999,0,14997
719,5000,14997,9998,4999,0,14997
720,5000,14997,9998,4999,0,14997
721,5000,14997,9998,4999,0,14997
722,5000,14997,9998,4999,0,14997
723,5000,14997,9998,4999,0,14997
724,5000,14997,9998,4999,0,14997
725,5000,14997,9998,4999,0,14997
726,5000,14997,9998,4999,0,14997
727,5000,14997,9998,4999,0,14997
